"","code","name","management","admin.female.total","admin.total","fulltime.female.total","fulltime.total","part.female.total","part.total","admin.female.ratio","fulltime.female.ratio","part.female.ratio"
"33090",48450,"GOVERNMENT ARTS AND SCIENCE COLLEGE, KONDOTTY","State Government",1,1,3,9,3,15,1,0.333333333333333,0.2
"33094",48454,"KMCT LAW COLLEGE, KUTTIPURAM, VALANCHERY","Private Un-Aided",0,1,10,16,0,1,0,0.625,0
"33095",48455,"MALABAR COLLEGE OF ADVANCED STUDIES, VENGARA","Private Aided",0,1,4,14,6,19,0,0.285714285714286,0.315789473684211
"33099",48460,"TALENT INSTITUTE OF MANAGEMENT STUDIES, MUDUR, EDAPAL","Private Un-Aided",1,2,4,10,1,4,0.5,0.4,0.25
"33100",48462,"GOVERNMENT ARTS AND SCIENCE COLLEGE, THRITHALA","University",1,1,3,4,9,14,1,0.75,0.642857142857143
"33103",48467,"GOVERNMENT ARTS AND SCIENCE COLLEGE, CHELAKKARA","State Government",1,1,5,10,5,6,1,0.5,0.833333333333333
"33114",48478,"BHARATIYA VIDYA BHAVAN INSTITUTE OF MANAGEMENT SCIENCE 339","Private Un-Aided",0,1,1,6,0,1,0,0.166666666666667,0
"33125",48490,"Government Arts and Science College, Kangeyam","State Government",1,1,3,10,5,7,1,0.3,0.714285714285714
"33130",48496,"SHREE K S JAVERI COMMERCE COLLEGE, GADH","Private Un-Aided",0,1,6,8,0,1,0,0.75,0
"33142",48508,"JIVANJYOT COLLEGE OF EDUCATION VALAM","Private Un-Aided",1,1,2,7,1,2,1,0.285714285714286,0.5
"33148",48514,"NEW MANGALA COLLEGE OF NURSING, MANGALORE","Private Un-Aided",1,1,5,9,11,11,1,0.555555555555556,1
"33164",48531,"GOVERNMENT DEGREE COLLEGE, NOBRA","State Government",0,1,1,2,1,6,0,0.5,0.166666666666667
"33165",48532,"GOVERNMENT DEGREE COLLEGE, PAMPORE","State Government",0,1,1,3,1,8,0,0.333333333333333,0.125
"33168",48535,"GOVERNMENT ARTS AND SCIENCE COLLEGE, KRISHNAGIRI","State Government",0,1,0,5,7,7,0,0,1
"33169",48536,"GOVERNMENT ARTS AND SCIENCE COLLEGE FOR WOMEN, DHARMAPURI","State Government",1,1,1,6,7,7,1,0.166666666666667,1
"33170",48537,"BOMBAY SUBURBAN ART & CRAFT EDUCATION SOCIETYs, SHEILA RAHEJA HOTEL & CATERING SCHOOL","Private Un-Aided",0,1,3,7,3,7,0,0.428571428571429,0.428571428571429
"33175",48542,"K L E SOCIETY SCIENCE and COMMERCE COLLEGE FOR WOMEN","Private Un-Aided",2,2,14,14,2,2,1,1,1
"33176",48543,"PSD SHASTRI EDUCATIONAL FOUNDATIONs WINGS COLLEGE OF AVIATION TECHNOLOGY","Private Un-Aided",0,2,0,11,0,2,0,0,0
"33179",48546,"REGAL COLLEGE OF HOTEL and TOURISM MANAGEMENT","Private Un-Aided",0,1,1,5,6,7,0,0.2,0.857142857142857
"33184",48552,"KONARK IDEAL COLLEGE OF SCIENCE and COMMERCE","Private Un-Aided",0,1,1,4,2,4,0,0.25,0.5
"33190",48559,"Deepjyoti College of Commerce","Private Un-Aided",1,1,3,4,3,3,1,0.75,1
"33191",48560,"Satyam College of Education","Private Un-Aided",1,1,5,7,2,2,1,0.714285714285714,1
"33192",48561,"SASCMA English Medium College","Private Un-Aided",0,1,5,6,1,4,0,0.833333333333333,0.25
"33193",48562,"S S Agrawal Institute of Physiotherapy and Medical Care Education","Private Un-Aided",0,1,10,16,4,13,0,0.625,0.307692307692308
"33194",48563,"Shri Vinoba Bhave College of Nursing, Silvassa","Central Government",1,1,3,6,8,12,1,0.5,0.666666666666667
"33198",48567,"MJR INSTITUTE OF BUSINESS MANAGEMENT, DIGUVAPOKULAVARIPALLI (V), PULICHERLA (M)","Local Body",0,1,9,23,0,1,0,0.391304347826087,0
"33207",48579,"S P B PATEL ENGINEERING COLLEGE (DIPLOMA COURSE) - 693","Private Un-Aided",0,1,2,10,0,6,0,0.2,0
"33213",48586,"NURSING COLLEGE, RIMS","Central Government",1,1,5,6,14,14,1,0.833333333333333,1
"33233",48608,"DR S RADHA KRISHNAN T T COLLEGE, LARI","Local Body",1,1,4,10,1,1,1,0.4,1
"33234",48609,"MAHARSHI PARAMHANSH COLLEGE OF EDUCATION","Private Un-Aided",0,1,3,6,1,1,0,0.5,1
"33236",48611,"GOVERNMENT ENGINEERING COLLEGE, RAMGARH","Private Aided",0,1,6,28,1,15,0,0.214285714285714,0.0666666666666667
"33243",48619,"BALASHREE INSTITUTE OF PARAMEDICAL SCIENCES","Private Un-Aided",0,2,8,18,5,10,0,0.444444444444444,0.5
"33249",48625,"SADGURU SIDDARUDH WOMEN'S DEGREE COLLEGE, BIDAR","Private Un-Aided",0,1,8,11,3,10,0,0.727272727272727,0.3
"33259",48640,"BENGAL COLLEGE OF EDUCATION","Private Aided",0,1,1,9,0,1,0,0.111111111111111,0
"33261",48642,"HADECHHA LACHHIMUDDIN BEd COLLEGE","Private Un-Aided",0,1,7,15,0,1,0,0.466666666666667,0
"33266",48647,"L J INSTITUTE OF COMPUTER APPLICATION (2ND SHIFT)-561","Private Un-Aided",1,1,18,26,1,1,1,0.692307692307692,1
"33268",48649,"HJD INSTITUTE OF TECHNICAL EDUCATION AND RESEARCH-968","Private Un-Aided",0,1,9,19,3,5,0,0.473684210526316,0.6
"33271",48652,"ADITYA INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH","Private Un-Aided",0,1,22,70,2,4,0,0.314285714285714,0.5
"33301",48698,"RAMKRISHNA COLLEGE OF NURSING, SADA","University",0,1,0,5,7,17,0,0,0.411764705882353
"33306",48707,"MONARCH COLLEGE OF EDUCATION","Private Un-Aided",0,1,3,7,0,3,0,0.428571428571429,0
"33309",48711,"INDIRA GANDHI TEACHERS TRAINING INSTITUTE","Private Un-Aided",1,1,1,7,1,3,1,0.142857142857143,0.333333333333333
"33316",48718,"MATIARI B ED COLLEGE","Local Body",0,1,0,7,0,2,0,0,0
"33317",48720,"SUNITI EDUCATIONAL TRUST","Private Un-Aided",1,1,7,12,1,2,1,0.583333333333333,0.5
"33322",48742,"CPMS COLLEGE OF NURSING, GUWAHATI","Local Body",1,1,10,10,8,8,1,1,1
"33334",48765,"GOVERNMENT DEGREE COLLEGE. THATHRI","State Government",0,1,0,1,2,7,0,0,0.285714285714286
"33335",48766,"GOVERNMENT DEGREE COLLEGE. JINDRAH","State Government",0,1,0,2,4,7,0,0,0.571428571428571
"33336",48767,"GOVERNMENT DEGREE COLLEGE, KHOUR","University",1,1,0,1,10,12,1,0,0.833333333333333
"33340",48773,"GOVERNMENT DEGREE COLLEGE SUNDERBANI","State Government",0,1,1,1,4,11,0,1,0.363636363636364
"33342",48775,"GOVERNMENT DEGREE COLLEGE SARH BAGGA, MAHORE","University",0,1,0,1,2,8,0,0,0.25
"33344",48778,"GANDHI COLLEGE OF NURSING, GT ROAD, BYE PASS, KARNAL","Private Un-Aided",0,2,5,5,1,1,0,1,1
"33346",48780,"HAPPY CHILD COLLEGE OF NURSING,SONIPAT","Private Un-Aided",1,1,12,12,19,19,1,1,1
"33347",48782,"R.R. COLLEGE OF NURSING, WAZIRPUR, GURGAON","Private Un-Aided",0,1,8,9,15,15,0,0.888888888888889,1
"33350",48786,"DR LYDIA COLACO COLLEGE OF NURSING, MANGALORE","Private Un-Aided",1,1,6,7,18,21,1,0.857142857142857,0.857142857142857
"33407",48872,"MAHAVEER COLLEGE","Private Un-Aided",0,1,2,9,0,4,0,0.222222222222222,0
"33458",48923,"ISHWAR DEEN BHAGWAT SINGH MAHAVIDHYALYA,KHAGA","Private Un-Aided",0,2,3,9,0,2,0,0.333333333333333,0
"33517",48984,"VINAYAGA NURSING COLLEGE (Inst. Code - 529)","Private Un-Aided",2,2,1,1,2,2,1,1,1
"33521",48991,"OMAYAL ACHI COLLEGE OF NURSING (Inst. Code - 375), CHENNAI","Private Un-Aided",1,1,2,2,2,2,1,1,1
"33522",48993,"LIBERT Y INSTITUTE OF RADIOLOGY & PARA MEDICAL RESEARCH CENTRE (Inst. Code - 494), CHENNAI","Private Aided",0,2,10,17,0,2,0,0.588235294117647,0
"33523",48994,"VASAN INSTITUTE OF OPHTHALMOLOGY & RESEARCH (Inst. Code - 424), CHENNAI","Private Un-Aided",0,5,8,18,4,7,0,0.444444444444444,0.571428571428571
"33527",48999,"ISHWAR INSTITUTE OF PROSTHETICS & ORTHOTICS (A UNIT OF INTERNATIONAL SOCIETY FOR HUMAN WELFARE & REHABILITATION) (Inst. Code - 533), CHENNAI","Private Un-Aided",0,1,1,3,2,10,0,0.333333333333333,0.2
"33528",49000,"M.V. HOSPITAL FOR DIABETES & PROF.M.VISWANATHAN DIABETES RESEARCH CENTRE (Inst. Code - 523), CHENNAI","Private Un-Aided",2,2,7,11,15,18,1,0.636363636363636,0.833333333333333
"33535",49008,"MADRAS MEDICAL COLLEGE & GOVT. GENERAL HOSPITAL (Inst. Code - 395), CHENNAI","State Government",1,2,8,21,1,1,0.5,0.380952380952381,1
"33536",49009,"KING INSTITUTE OF PREVENTIVE MEDICINE & RESEARCH (Inst. Code - 405), CHENNAI","State Government",0,1,13,14,8,13,0,0.928571428571429,0.615384615384615
"33538",49018,"REGIONAL INSTITUTE OF OPHTHALMOLOGY AND GOVT. OPHTHALMIC HOSPITAL, (MMC) EGMORE (Inst. Code - 416), CHENNAI","State Government",1,1,20,29,1,5,1,0.689655172413793,0.2
"33545",49029,"NICHI-IN-CENTRE FOR REGENERATIVE MEDICINE (NCRM),","Private Un-Aided",0,1,0,3,0,3,0,0,0
"33550",49034,"V.G. INSTITUTE OF PARAMEDICAL SCIENCES (Inst. Code - 391)","Private Un-Aided",1,1,1,6,4,4,1,0.166666666666667,1
"33554",49040,"SPINE ARTHROSCOPIC AND JOINT REPLACEMENT CENTRE PVT. LTD., (Inst. Code - 428), COIMBATORE","University",0,2,0,4,0,6,0,0,0
"33556",49042,"WOMEN'S CENTER & HOSPITALS (P) LTD (Inst. Code - 398), COIMBATORE","Private Un-Aided",2,3,9,11,3,7,0.666666666666667,0.818181818181818,0.428571428571429
"33561",49049,"ANNAI COLLEGE OF NURSING (Inst.Code - 595)","Private Un-Aided",1,1,6,8,7,8,1,0.75,0.875
"33564",49053,"PADMASREE COLLEGE OF NURSING (Inst. Code - 379), KANCHEEPURAM","Private Un-Aided",1,1,2,2,4,4,1,1,1
"33565",49054,"KARPAGA VINAYA INSTITUTE OF MEDICAL SCIENCES & RESEARCH CENTRE (Inst. Code - 490), KANCHEEPURAM","Private Aided",1,1,7,22,7,11,1,0.318181818181818,0.636363636363636
"33566",49055,"VIVEK INSTITUTE OF LABORATORY MEDICINE  (Inst. Code - 473), KANNIYAKUMARI","Private Un-Aided",1,2,6,9,2,5,0.5,0.666666666666667,0.4
"33567",49059,"TCR HOSPITAL & CHARITABLE TRUST (Inst. Code - 558), KRISHNAGIRI","University",1,2,2,11,4,4,0.5,0.181818181818182,1
"33568",49060,"ARAVIND EYE HOSPITAL & PG INSTITUTE OF OPHTHALMOLOGY  (Inst.Code - 376)","Private Un-Aided",1,1,1,2,1,2,1,0.5,0.5
"33569",49061,"VADAMALAYAN INSTITUTE OF MEDICAL AND ALLIED HEALTH SCIENCES (Inst. Code - 444), MADURAI","Private Aided",1,5,5,15,11,14,0.2,0.333333333333333,0.785714285714286
"33573",49066,"MELMARUVATHUR ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH (Inst. Code - 450), KANCHEEPURAM","Private Un-Aided",1,1,11,35,20,27,1,0.314285714285714,0.740740740740741
"33574",49069," GOVERNMENT MOHAN KUMARAMANGALAM MEDICAL COLLEGE, COLLEGE OF NURSING, (Inst. Code - 401), SALEM","State Government",1,1,7,8,15,18,1,0.875,0.833333333333333
"33575",49070,"SPC INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 591), SALEM","Private Un-Aided",1,1,2,2,16,20,1,1,0.8
"33576",49072,"ANTHONIAMMAL COMMUNITY COLLEGE - AACC  (Inst.Code - 517)","Private Un-Aided",2,2,2,2,7,7,1,1,1
"33577",49073,"VAIGARAI NURSING & HEALTH SCIENCE COLLEGE (Inst. Code - 557), THIRUVAIYARU ","Private Un-Aided",1,1,2,2,3,3,1,1,1
"33580",49087,"KMC COLLEGE OF NURSING (Inst. Code - 553), TRICHY","Private Aided",1,1,5,7,14,14,1,0.714285714285714,1
"33581",49088,"NEHRU COLLEGE OF NURSING (Inst. Code - 555), TRICHY","Private Un-Aided",1,1,2,2,4,4,1,1,1
"33583",49093,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF PHYSIOTHERAPY,  (Inst. Code - 169), VELLORE","Private Un-Aided",0,1,45,88,5,9,0,0.511363636363636,0.555555555555556
"33584",49094,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 436), VELLORE","Private Un-Aided",0,2,26,75,2,2,0,0.346666666666667,1
"33588",49098,"VELLORE INSTITUTE OF PARA MEDICALS (Inst. Code - 518), VELLORE","Private Un-Aided",4,4,4,4,6,6,1,1,1
"33589",49099,"SRI SAKTHI NARAYANI SCHOOL OF NURSING & PARAMEDICAL SCIENCES (Inst. Code - 577), VELLORE","University",1,1,4,4,4,4,1,1,1
"33590",49100,"CHRISTIAN MEDICAL COLLEGE (B.M.R.S.C & B.Sc.M.L.T) (Inst. Code - 178 & 179),   VELLORE ","Private Un-Aided",0,2,9,18,1,1,0,0.5,1
"33591",49101,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF OCCUPATION THERAPHY (Inst. Code - 177),  VELLORE ","Private Un-Aided",0,2,43,83,5,9,0,0.518072289156627,0.555555555555556
"33593",49103,"THIRUVALLUVAR NURSING INSTITUTION (Inst. Code - 600), THIRUVALLUR","Private Un-Aided",1,2,2,2,4,4,0.5,1,1
"33600",49110,"Govt. Teacher's Training College, Saharsa","State Government",0,1,0,5,0,3,0,0,0
"33601",49122,"Sityog Institute of Technology","Private Aided",0,2,10,71,2,13,0,0.140845070422535,0.153846153846154
"33602",49123,"Buddha Institute of Technology","State Government",0,1,7,79,0,1,0,0.0886075949367089,0
"33611",49133,"GOVERNMENT COLLEGE OF ENGINEERING DHARMAPURI","State Government",0,1,7,13,8,31,0,0.538461538461538,0.258064516129032
"33613",49135,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Private Un-Aided",1,1,46,98,5,15,1,0.469387755102041,0.333333333333333
"33620",49142,"GOVERNMENT COLLEGE OF ENGINEERING SRIRANGAM","State Government",1,1,2,7,12,27,1,0.285714285714286,0.444444444444444
"33632",49155,"GOVERNMENT NAVEEN COLLEGE, PAMGARH","State Government",0,1,2,5,2,5,0,0.4,0.4
"33640",49164,"Kingway Technical Institute","Private Un-Aided",1,1,1,7,0,2,1,0.142857142857143,0
"33641",49165,"GOVERNMENT COLLEGE PALI","State Government",1,1,2,5,4,5,1,0.4,0.8
"33642",49166,"Lok Nayak Jai Prakash Institute of Technology","State Government",0,1,0,2,0,20,0,0,0
"33685",49217,"NEW HORIZON INSTITUTE OF TECHNOLOGY AND MANAGEMENT","Private Un-Aided",0,1,11,19,1,1,0,0.578947368421053,1
"33689",49221,"GOVERNMENT COLLEGE AMRIKALA, BALOD","State Government",0,1,1,1,4,8,0,1,0.5
"33690",49222,"GOVERNMENT NAVEEN GIRLS COLLEGE, BEMETRA","University",0,1,1,1,3,9,0,1,0.333333333333333
"33705",49237,"SOMNI MAHAVIDYALYA, NH-6 SOMANI","Private Un-Aided",1,1,4,10,5,9,1,0.4,0.555555555555556
"33708",49242,"C K COLLEGE","Local Body",0,1,5,32,0,2,0,0.15625,0
"33717",49258,"GIRIJANANDA CHOWDHURY INSTITUTE OF MANAGEMENT AND TECHNOLOGY","Private Un-Aided",0,1,12,44,4,19,0,0.272727272727273,0.210526315789474
"33740",49321,"DEEN DAYAL COLLEGE OF MANAGEMENT,,MUZAFFARNAGAR","Private Un-Aided",0,1,3,7,1,2,0,0.428571428571429,0.5
"33787",49385,"GOVERNMENT COLLEGE FOR WOMEN SAFIDON","State Government",0,1,2,4,13,16,0,0.5,0.8125
"33791",49389,"SHRI GURU TEG BAHADUR KHALSA COLLEGE FOR GIRLS, AKAR","Private Un-Aided",1,1,3,3,12,14,1,1,0.857142857142857
"33801",49401,"HANS RAJ MEMORIAL COLLEGE FOR GIRLS, BAJA KHANA, KOTKAPURA","Private Un-Aided",0,1,6,7,1,1,0,0.857142857142857,1
"33803",49403,"UNIVERSAL COLLEGE, BALLOPURA LALRU MOHALI","Private Un-Aided",0,1,2,7,8,11,0,0.285714285714286,0.727272727272727
"33804",49404,"SAHEED KASHI RAM COLLEGE OF PHYSICAL EDUCATION, BHAGOO MAJRA KHARAR","Private Aided",0,1,1,4,4,4,0,0.25,1
"33805",49405,"VICTORIA JUBILEE COLLEGE OF NURSING","Private Un-Aided",1,1,3,3,6,12,1,1,0.5
"33851",49456,"PAROMA B. ED. COLLEGE, BURDWAN","Private Un-Aided",0,1,2,8,1,3,0,0.25,0.333333333333333
"33855",49462,"SUNDARBAN ANIL KRISHNA MAHAVIDYALAYA (B Ed)","Private Un-Aided",0,1,2,13,3,13,0,0.153846153846154,0.230769230769231
"33872",49484,"INSTITUTE OF ARCHITECTURE, NIRMA UNIVERSITY","University",0,1,3,8,3,18,0,0.375,0.166666666666667
"33881",49495,"SWATANTRATA  SANGRAM SENANI PRAMHANS MISHRA BANSRAJI DEVI MAHILA MAHAVIDLYAY, RIAYA","Private Un-Aided",0,1,1,8,2,11,0,0.125,0.181818181818182
"33884",49498,"BHAGWAN MAHABIR SCHOOL OF ARCHITECTURE","Private Un-Aided",1,1,0,4,2,3,1,0,0.666666666666667
"33885",49505,"COLLEGE OF NURSING,LLRM, MEDICAL COLLEGE, MEERUT","State Government",1,1,3,5,3,4,1,0.6,0.75
"33897",49518,"SANTSHRI SANDHYAGIRIBAPU SANSKRIT VED VIDYALAYA, SAMKHIYALI","Private Un-Aided",0,1,0,3,0,2,0,0,0
"33913",49534,"PT. SHIV KUMAR SHASTRY COLLEGE OF AGRICULTURE & RESEARCH STATION, RAJNANDGAON","University",0,1,1,7,0,1,0,0.142857142857143,0
"33917",49538,"Dashmesh Khalsa College","Private Aided",0,1,4,5,16,19,0,0.8,0.842105263157895
"33918",49539,"GURU TEG BAHADUR COLLEGE OF SIKH STUDIES BAHADARGARH","Private Un-Aided",0,1,1,2,1,2,0,0.5,0.5
"33923",49544,"SACHDEVA GIRLS COLLEGE GHARUAN MOHALI","Private Un-Aided",1,1,8,13,2,2,1,0.615384615384615,1
"33925",49546,"MATA SUNDARI UNIVERSITY GIRLS COLLEGE MANSA","University",1,1,3,7,15,20,1,0.428571428571429,0.75
"33937",49561,"Azmet Institute of Technology","Private Un-Aided",0,1,8,86,0,20,0,0.0930232558139535,0
"33939",49563,"K. K. College of Engineering & Management","Private Un-Aided",0,1,13,106,1,27,0,0.122641509433962,0.037037037037037
"33940",49564,"Vardhman Institute of Medical Sciences","State Government",0,1,8,53,5,55,0,0.150943396226415,0.0909090909090909
"33942",49566,"Government Pharmacy Institute","State Government",0,1,1,2,3,11,0,0.5,0.272727272727273
"33944",49568,"Mahavir Cancer Sansthan","Private Un-Aided",0,1,0,2,3,10,0,0,0.3
"33946",49570,"Cimage College","Private Un-Aided",0,1,4,15,1,5,0,0.266666666666667,0.2
"33947",49571,"Cimage Business College","Private Un-Aided",1,1,5,12,4,11,1,0.416666666666667,0.363636363636364
"33948",49572,"Cimage Professional College","Private Un-Aided",0,1,5,19,2,5,0,0.263157894736842,0.4
"33951",49577,"Ambedkar Institute of Higher Education","Private Un-Aided",0,2,0,5,1,3,0,0,0.333333333333333
"33952",49578,"Mundeshwari College For Teacher Education","Private Un-Aided",0,1,5,7,1,2,0,0.714285714285714,0.5
"33956",49583,"SHRI GURU ARJUN DEV COLLEGE OF NURSING, DHARIWAL","Private Un-Aided",1,1,14,14,24,24,1,1,1
"33958",49585,"ADITYA INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH","Private Un-Aided",0,1,6,15,9,27,0,0.4,0.333333333333333
"33963",49590,"BABA MANGAL SINGH NURSING INSTITUTE, BARNALA ROAD, BUGHIPURA","Private Un-Aided",1,1,3,3,24,24,1,1,1
"33964",49593,"BHAI GURDAS INSTITUTE OF NURSING, SANGRUR","Private Un-Aided",1,1,8,12,29,29,1,0.666666666666667,1
"33965",49594,"LORD SHIVA COLLEGE OF NURSING, HAMIRGARH","Private Aided",1,1,3,3,16,16,1,1,1
"33968",49597,"L J SCHOOL OF ARCHITECTURE, OPP DIVYABHASKAR PRESS, S G HIGHWAY-354","Private Un-Aided",0,1,3,5,5,11,0,0.6,0.454545454545455
"33983",49616,"BHAGWAN MAHAVIR COLLEGE OF MANAGEMENT (MBA)(SFI),VESU,SURAT (SECOND SHIFT) - NEW - 823","Private Un-Aided",0,1,0,1,1,1,0,0,1
"33991",49627,"AKSHARA FOUNDATION NIDVANI COLLEGE, JUBILEE CIRCLE","Private Un-Aided",2,2,2,2,5,7,1,1,0.714285714285714
"34018",49661,"J G DOSHI ARTS AND COMMERCE COLLEGE, SWAMI VIVEKANAND VIDHYAANKUL","Private Un-Aided",0,1,0,4,0,1,0,0,0
"34019",49662,"MATUSHRI RAMUBA TEJANI AND MATUSHRI SHANTABEN VIDIA SCIENCE COLLEGE , SARDAR PATEL INSTITUTE, KALIYA BID","Private Un-Aided",0,1,6,14,4,8,0,0.428571428571429,0.5
"34023",49666,"SHREE SAHJANAND INSTITUTE OF PHYSIOTHERAPY AKVADA, GOHOGHA ROAD","Private Un-Aided",0,1,2,4,2,2,0,0.5,1
"34036",49680,"B315 M J P ARTS DEGREE COLLEGE NITTUR, BHALKI","Private Un-Aided",0,1,1,3,1,6,0,0.333333333333333,0.166666666666667
"34045",49689,"D532 GOVT FIRST GRADE COLLEGE, SIRWAR, MANVI","State Government",0,1,0,1,4,13,0,0,0.307692307692308
"34047",49691,"C527 CALIAF COLLEGE OF SCIENCE & TECHNOLOGY, M S K MILL ROAD","Private Un-Aided",0,1,3,6,1,5,0,0.5,0.2
"34059",49703,"SMT K G MITTAL INSTITUTE OF MANAGEMENT, INFORMATION TECHNOLOGY AND RESEARCH","Private Un-Aided",1,1,2,2,2,2,1,1,1
"34060",49704,"FUTURE INSTITUTE OF TECHNOLOGY  342","Private Un-Aided",0,3,7,27,0,2,0,0.259259259259259,0
"34082",49734,"SHRI KRISHNA MAHILA MAHAVIDYALYA, SIPAH, IBRAHIMABAD, MAU","Private Un-Aided",0,1,1,8,2,11,0,0.125,0.181818181818182
"34083",49735,"RAHMANIA DEGREE COLLEGE ROPANPUR, HISMANPUR, MAU","Private Un-Aided",0,1,2,8,4,11,0,0.25,0.363636363636364
"34094",49746,"SANJO COLLEGE OF PHARMACEUTICAL STUDIES","Private Un-Aided",0,1,5,9,0,2,0,0.555555555555556,0
"34140",49803,"SEVA MANDAL EDUCATION SOCIETYs COLLEGE OF NURSING (B Sc), R A KIDWAI ROAD, MATUNGA","Private Un-Aided",1,1,3,3,18,23,1,1,0.782608695652174
"34141",49804,"ITM TRUST CHEMBUR, MUMBAIs ITM INSTITUTE OF HEALTH SCIENCE COLLEGE OF NURSING (B Sc), NEW PANVEL","Private Un-Aided",1,1,4,4,8,8,1,1,1
"34142",49807,"MATOSHRI COLLEGE OF B SC NURSING, EKLAHARE","Private Un-Aided",0,1,0,5,0,6,0,0,0
"34143",49808,"SWAMI VIVEKANAND COLLEGE OF NURSING (B Sc), JALKOT ROAD UDGIR","Private Un-Aided",1,1,2,5,2,9,1,0.4,0.222222222222222
"34144",49809,"OYSTER COLLEGE OF NURSING (B Sc), MOUZA","Private Un-Aided",0,1,1,3,2,5,0,0.333333333333333,0.4
"34146",49814,"COLLEGE OF NURSING, ST LUKES HOSPITAL, SHRIRAMPUR","Private Un-Aided",1,1,4,5,6,9,1,0.8,0.666666666666667
"34147",49816,"NAMCO COLLEGE OF NURSING (P B B SC) AND RESEARCH INSTITUTE, PANCHVATI","Private Un-Aided",0,3,2,7,7,17,0,0.285714285714286,0.411764705882353
"34148",49817,"SMMPPS GANPATRAO ADKE COLLEGE OF NURSING (P B B SC), DUGAON","Private Un-Aided",1,1,2,6,3,3,1,0.333333333333333,1
"34149",49821,"THE BANDRA HOLY FAMILY HOSPITAL SOCIETYS HOLY FAMILY INSTITUTE OF NURSING EDUCATION (B SC), KURLA","Private Un-Aided",1,1,4,4,8,8,1,1,1
"34150",49824,"SHRI VITHALRAO JOSHI CHARITIES TRUSTS, B K L WALAWALKAR HOSPITAL DIAGNOSTIC AND RESERCH CENTRE, DERVAN, CHIPLUN","Private Un-Aided",0,1,26,87,18,84,0,0.298850574712644,0.214285714285714
"34172",49847,"B J Patel College of BCA","Private Un-Aided",1,1,1,1,5,6,1,1,0.833333333333333
"34173",49848,"Bhagwan Mahavir College of Science and Technology","Private Un-Aided",0,1,5,10,7,8,0,0.5,0.875
"34177",49852,"Smt. G. N. Pandya Science College","Private Un-Aided",0,1,1,3,6,7,0,0.333333333333333,0.857142857142857
"34183",49859,"HERITAGE COLLEGE OF EDUCATION","Private Un-Aided",0,1,2,7,1,5,0,0.285714285714286,0.2
"34184",49860,"RAMKRISHNA MANDAL INSTITUTE OF EDUCATION","Private Un-Aided",0,1,3,6,1,3,0,0.5,0.333333333333333
"34185",49861,"DISHA EDUCATIONAL INSTITUTE","Private Aided",0,1,6,15,0,1,0,0.4,0
"34189",49865,"SABUJ B.ED. COLLEGE","Local Body",0,1,4,16,0,2,0,0.25,0
"34191",49867,"IMPERIAL INSTITUTE OF EDUCATION & TRAINING (B.ED)","Private Un-Aided",0,1,2,8,2,4,0,0.25,0.5
"34194",49870,"SHISHURAM DAS COLLEGE","University",1,1,1,2,10,20,1,0.5,0.5
"34214",49891,"BVK B P ED COLLEGE (KONDAPAK)","Private Un-Aided",0,1,3,8,0,1,0,0.375,0
"34225",49904,"SHRI UDASINACHARYA SANSKRIT MAHAVIDYALAYA, DIGNA","Local Body",0,1,1,4,0,2,0,0.25,0
"34227",49906,"BINESWAR BRAHMA ENGINEERING COLLEGE","State Government",0,1,1,8,8,20,0,0.125,0.4
"34291",49976,"INTERNET INSTITUTE FOR SPECIAL EDUCATION, LUCKNOW","Private Un-Aided",0,1,1,3,2,10,0,0.333333333333333,0.2
"34301",49986,"TKM SCHOOL OF ARCHITECTURE, KARUVELIL, KOLLAM","Private Un-Aided",0,2,2,8,1,1,0,0.25,1
"34305",49990,"NORTH BENGAL TEACHERS TRAINING COLLEGE","Private Un-Aided",0,1,0,5,1,2,0,0,0.5
"34312",49998,"PRAVARA MEDICAL TRUST'S ARTS, COMMERCE AND SCIENCE COLLEGE, SHEVGAON","Private Un-Aided",0,1,5,12,0,1,0,0.416666666666667,0
"34331",50017,"JG INSTITUTE OF BUSINESS ADMINISTRATION","Private Un-Aided",0,1,3,4,4,9,0,0.75,0.444444444444444
"34335",50026,"D A V COLLEGE OF EDUCATION, ABOHAR","Private Aided",1,1,8,10,9,14,1,0.8,0.642857142857143
"34338",50030,"BILURU GURUBASAVA MAHASWAMIJI INSTITUTE OF TECHNOLOGY, MUDHOL","Private Un-Aided",0,1,9,36,0,3,0,0.25,0
"34340",50033,"SJB SCHOOL OF ARCHITECTURE AND PLANNING, BGS HEALTH AND EDUCATION CITY, KENGERI","Private Un-Aided",0,2,3,9,10,23,0,0.333333333333333,0.434782608695652
"34543",50248,"SIDDHARTHA COLLEGE OF PHYSICAL EDUCATION, IBRAHIMPATNAM","Private Un-Aided",0,1,4,16,2,8,0,0.25,0.25
"34547",50253,"DECCAN SCHOOL OF PHARMACY","Private Un-Aided",0,1,22,62,1,3,0,0.354838709677419,0.333333333333333
