"Application
Number",State,Region,inst,Program,Shift,P / F Time,"Level of
Course",Course,"Approved
Intake 15-
16",NRI Approved,PIO Approved,University Name
1-2456250902,Tamil Nadu,Southern,GOVERNMENT POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456250902,Tamil Nadu,Southern,GOVERNMENT POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456250902,Tamil Nadu,Southern,GOVERNMENT POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456250902,Tamil Nadu,Southern,GOVERNMENT POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251160,Tamil Nadu,Southern,THIRUVALLUVAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS TECHNOLOGIES,18,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENGINEERING DESIGN,18,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2456251666,Tamil Nadu,Southern,VICKRAM COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,90,NA,NA,Directorate of Technical Education Tamilnadu
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456252233,Tamil Nadu,Southern,AL AMEEN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253680,Tamil Nadu,Southern,AAROORAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253680,Tamil Nadu,Southern,AAROORAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253680,Tamil Nadu,Southern,AAROORAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253680,Tamil Nadu,Southern,AAROORAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253680,Tamil Nadu,Southern,AAROORAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,24,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,24,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,18,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,180,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2456253999,Tamil Nadu,Southern,INFO INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,180,NA,NA,Anna University Chennai
1-2456255136,Tamil Nadu,Southern,SRI NANDHANAM POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255136,Tamil Nadu,Southern,SRI NANDHANAM POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255136,Tamil Nadu,Southern,SRI NANDHANAM POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255136,Tamil Nadu,Southern,SRI NANDHANAM POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255520,Tamil Nadu,Southern,RAASI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255520,Tamil Nadu,Southern,RAASI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255520,Tamil Nadu,Southern,RAASI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255520,Tamil Nadu,Southern,RAASI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255520,Tamil Nadu,Southern,RAASI POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255892,Tamil Nadu,Southern,THIRUMALAI MADHANUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255892,Tamil Nadu,Southern,THIRUMALAI MADHANUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255892,Tamil Nadu,Southern,THIRUMALAI MADHANUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255892,Tamil Nadu,Southern,THIRUMALAI MADHANUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456255892,Tamil Nadu,Southern,THIRUMALAI MADHANUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (TOOL & DIE),60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256288,Tamil Nadu,Southern,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256288,Tamil Nadu,Southern,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256288,Tamil Nadu,Southern,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256288,Tamil Nadu,Southern,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256288,Tamil Nadu,Southern,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,INFORMATION TECHNOLOGY,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256576,Tamil Nadu,Southern,SRI RENUGAMBAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2456256958,Tamil Nadu,Southern,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,FISHERIES TECHNOLOGY,20,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MARINE ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,160,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (SANDWICH),40,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,CIVIL ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,20,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,MECHANICAL ENGINEERING,80,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258049,Tamil Nadu,Southern,CENTRAL POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,2nd Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,140,NA,NA,Directorate of Technical Education Tamilnadu
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS TECHNOLOGIES,24,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,24,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,24,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2456258560,Tamil Nadu,Southern,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259303,Tamil Nadu,Southern,THE KARUR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2456259609,Tamil Nadu,Southern,THAMIRABHARANI ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2456259609,Tamil Nadu,Southern,THAMIRABHARANI ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2456259609,Tamil Nadu,Southern,THAMIRABHARANI ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2456259609,Tamil Nadu,Southern,THAMIRABHARANI ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2456259609,Tamil Nadu,Southern,THAMIRABHARANI ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
